study,dataset,version,variable,label,categories,label_de,categories_de
soep-test,ctest,v3,pvek0111,Einkommen/Anzahl Monate Rente,"",Einkommen/Anzahl Monate Rente,""
soep-test,ctest,v3,pvek0112,Einkommen/Höhe Betrag Rente,"",Einkommen/Höhe Betrag Rente,""
soep-test,ctest,v3,pvek0211,Einkommen/Anzahl Monate Witwenrente,"",Einkommen/Anzahl Monate Witwenrente,""
soep-test,ctest,v3,pvek0212,Einkommen/Höhe Betrag Witwenrente,"",Einkommen/Höhe Betrag Witwenrente,""
soep-test,ctest,v3,pvek0311,Einkommen/Anzahl Monate Arbeitslosengeld,"",Einkommen/Anzahl Monate Arbeitslosengeld,""
soep-test,ctest,v3,pvek0312,Einkommen/Höhe Betrag Arbeitslosengeld,"",Einkommen/Höhe Betrag Arbeitslosengeld,""
soep-test,ctest,v3,pvek0511,Einkommen/ Anzahl Monate Unterhaltsgeld,"",Einkommen/ Anzahl Monate Unterhaltsgeld,""
soep-test,ctest,v3,pvek0512,Einkommen/Höhe Betrag Unterhaltsgeld,"",Einkommen/Höhe Betrag Unterhaltsgeld,""
soep-test,ctest,v3,pvek0711,Einkommen/ Anzahl Monate Mutterschaftsgeld,"",Einkommen/ Anzahl Monate Mutterschaftsgeld,""
soep-test,ctest,v3,pvek0712,Einkommen/Höhe Betrag Mutterschaftsgeld,"",Einkommen/Höhe Betrag Mutterschaftsgeld,""
soep-test,ctest,v3,pvek0911,Einkommen/ Anzahl Monate Wehrsold etc,"",Einkommen/ Anzahl Monate Wehrsold etc,""
soep-test,ctest,v3,pvek0912,Einkommen/Höhe Betrag Einkünfte/Wehrsold etc,"",Einkommen/Höhe Betrag Einkünfte/Wehrsold etc,""
soep-test,ctest,v3,pvekno,bezogene Einkommensarten2,"""1"":""Ja"", ""2"":""Nein""",bezogene Einkommensarten2,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pwerk1,"Alltag, Werktag (Berufstätigkeit, Lehre, einschl. Abeitsweg)","","Alltag, Werktag (Berufstätigkeit, Lehre, einschl. Abeitsweg)",""
soep-test,ctest,v3,pwerk2,"Alltag, Werktag: Besorgungen (Einkaufen, Beschaffungen, Behördengänge)","","Alltag, Werktag: Besorgungen (Einkaufen, Beschaffungen, Behördengänge)",""
soep-test,ctest,v3,pwerk3,"Alltag, Werktag: Hausarbeit (Waschen, Kochen, Putzen)","","Alltag, Werktag: Hausarbeit (Waschen, Kochen, Putzen)",""
soep-test,ctest,v3,pwerk4,"Alltag, Werktag:","","Alltag, Werktag:",""
soep-test,ctest,v3,pwerk5,"Alltag, Werktag: Versorgung und Betreuung von pflegebedürftigen Personen","","Alltag, Werktag: Versorgung und Betreuung von pflegebedürftigen Personen",""
soep-test,ctest,v3,pwerk6,"Alltag, Werktag: Aus- und Weiterbildung, Lernen (auch Schule, Studium, Promotion","","Alltag, Werktag: Aus- und Weiterbildung, Lernen (auch Schule, Studium, Promotion",""
soep-test,ctest,v3,pwerk7,"Alltag, Werktag: Reparaturen am Haus, in Wohnung, Auto, Gartenarbeit)","","Alltag, Werktag: Reparaturen am Haus, in Wohnung, Auto, Gartenarbeit)",""
soep-test,ctest,v3,pwerk8,"Alltag, Werktag: Körperliche Aktivitäten (Sport, Fitness, Gymnastik)","","Alltag, Werktag: Körperliche Aktivitäten (Sport, Fitness, Gymnastik)",""
soep-test,ctest,v3,pwerk9,"Alltag, Werktag: Sonstige Freizeitbeschäftigungen, Hobbies","","Alltag, Werktag: Sonstige Freizeitbeschäftigungen, Hobbies",""
soep-test,ctest,v3,pwohn4,Entfernung Arbeitsplatz,"",Entfernung Arbeitsplatz,""
soep-test,ctest,v3,pwohn5,Entfernung Arbeitsplatz,"""1"":""Nicht zu sagen, da wechselnder Arbeitsort"", ""2"":""Arbeitsplatz und Wohnung sind im gleichen Haus bzw. auf dem gleichen Grundstück""",Entfernung Arbeitsplatz,"""1"":""Nicht zu sagen, da wechselnder Arbeitsort"", ""2"":""Arbeitsplatz und Wohnung sind im gleichen Haus bzw. auf dem gleichen Grundstück"""
soep-test,hpfad,v3,ahhnr,Haushaltsnummer 2001,"",Haushaltsnummer 2001,""
soep-test,hpfad,v3,ahnetto,Befragungsstatus 2001,"",Befragungsstatus 2001,""
soep-test,hpfad,v3,bhhnr,Haushaltsnummer 2002,"",Haushaltsnummer 2002,""
soep-test,hpfad,v3,bhnetto,Befragungsstatus 2002,"",Befragungsstatus 2002,""
soep-test,hpfad,v3,chhnr,Haushaltsnummer 2003,"",Haushaltsnummer 2003,""
soep-test,hpfad,v3,chnetto,Befragungsstatus 2003,"",Befragungsstatus 2003,""
soep-test,hpfad,v3,hhnr,Ursprungshaushaltsnummer,"",Ursprungshaushaltsnummer,""
soep-test,hpfad,v3,hhnrakt,Haushaltsnummer,"",Haushaltsnummer,""
soep-test,hweight,v3,hhnr,Aktuelle Haushaltsnummer (=HHNRAKT),"",Aktuelle Haushaltsnummer (=HHNRAKT),""
soep-test,hweight,v3,weight1,"","","",""
soep-test,hweight,v3,weight2,"","","",""
soep-test,hweight,v3,weight3,"","","",""
soep-test,ppfad,v3,ahhnr,Aktuelle Haushaltsnummer 2001,"",Aktuelle Haushaltsnummer 2001,""
soep-test,ppfad,v3,anetto,Befragungsstatus 2001,"",Befragungsstatus 2001,""
soep-test,ppfad,v3,bhhnr,Aktuelle Haushaltsnummer 2002,"",Aktuelle Haushaltsnummer 2002,""
soep-test,ppfad,v3,bnetto,Befragungsstatus 2002,"",Befragungsstatus 2002,""
soep-test,ppfad,v3,chhnr,Aktuelle Haushaltsnummer 2003,"",Aktuelle Haushaltsnummer 2003,""
soep-test,ppfad,v3,cnetto,Befragungsstatus 2003,"",Befragungsstatus 2003,""
soep-test,ppfad,v3,gebjahr,Geburtsjahr,"",Geburtsjahr,""
soep-test,ppfad,v3,persnr,Unveraendliche Personennummer,"",Unveraendliche Personennummer,""
soep-test,ppfad,v3,sex,Geschlecht,"""1"":""Männlich"", ""2"":""Weiblich""",Geschlecht,"""1"":""Männlich"", ""2"":""Weiblich"""
soep-test,ppfad,v3,todjahr,Todesjahr -4Steller-,"",Todesjahr -4Steller-,""
soep-test,pweight,v3,ahhnr,Aktuelle Haushaltsnummer (=HHNRAKT),"",Aktuelle Haushaltsnummer (=HHNRAKT),""
soep-test,pweight,v3,persnr,Unveraenderliche Personennummer,"",Unveraenderliche Personennummer,""
soep-test,pweight,v3,weight1,"","","",""
soep-test,pweight,v3,weight2,"","","",""
soep-test,pweight,v3,weight3,"","","",""
